ID,Gender,Age,Profession,Work_Experience,Spending_Score,Family_Size,Ever_Married
464180,0,74,7,1,5,2,Yes
464182,1,39,6,4,3,2,Yes
464183,0,42,6,2,1,2,No
464185,1,68,6,5,5,2,Yes
464195,1,30,6,1,1,1,No
464200,0,32,2,1,1,3,No
464202,1,43,6,13,1,1,Yes
464204,0,40,6,3,5,2,Yes
464205,0,87,8,0,5,2,Yes
464206,1,43,8,1,1,2,Yes
464211,1,48,5,1,3,3,Yes
464212,0,58,4,0,3,2,Yes
464216,1,52,6,3,5,3,Yes
464217,0,30,2,14,1,3,No
464223,0,53,6,2,1,2,Yes
464226,0,56,6,3,3,3,Yes
464231,1,48,6,1,3,4,Yes
464232,1,28,5,1,1,5,Yes
464246,0,61,6,0,3,2,Yes
464254,1,62,8,1,3,3,Yes
464255,0,49,6,1,3,5,Yes
464257,1,40,8,0,5,2,Yes
464265,1,62,8,1,1,2,Yes
464269,1,35,8,1,1,2,No
464270,0,48,6,4,1,1,No
464271,0,36,6,1,3,3,Yes
464274,0,56,6,1,3,5,Yes
464276,0,66,4,0,5,2,Yes
464283,1,40,6,6,1,2,No
464286,0,57,6,0,3,2,Yes
464287,1,42,6,3,3,3,Yes
464289,1,35,4,1,1,3,Yes
464292,1,58,6,0,3,2,Yes
464297,1,29,6,8,1,5,No
464298,1,26,5,0,1,1,No
464308,0,84,7,1,5,2,Yes
464318,1,86,3,0,1,1,Yes
464320,1,77,7,1,5,2,Yes
464326,0,37,6,0,1,3,No
464332,1,74,3,0,5,2,Yes
464339,1,27,6,1,1,2,No
464344,0,56,6,0,1,1,Yes
464351,0,27,2,0,1,1,No
464364,1,39,6,7,3,2,Yes
464368,1,35,8,3,3,2,Yes
464370,1,66,8,1,3,2,Yes
464373,0,47,6,0,1,2,No
464378,0,36,6,8,3,2,Yes
464381,1,43,6,4,3,2,Yes
464382,0,55,6,0,3,4,Yes
464386,1,41,5,0,3,3,Yes
464387,0,26,6,9,1,5,No
464389,1,72,6,0,5,2,Yes
464392,1,59,6,0,3,2,Yes
464396,1,38,8,1,3,3,Yes
464412,1,72,7,1,1,2,Yes
464424,1,31,2,1,1,4,No
464425,1,41,6,9,1,1,No
464432,1,25,1,9,1,2,No
464433,1,29,6,3,1,2,No
464436,1,83,7,0,5,2,Yes
464437,0,51,1,0,3,4,Yes
464441,1,40,6,0,1,2,Yes
464451,0,76,6,0,3,2,Yes
464456,1,29,6,1,1,4,Yes
464468,1,46,6,1,1,3,Yes
464473,0,58,6,0,3,4,Yes
464474,0,46,6,1,1,1,No
464478,0,74,7,0,5,2,Yes
464481,1,53,3,1,5,3,Yes
464482,1,63,6,1,1,1,Yes
464483,0,49,6,1,3,3,Yes
464485,1,25,8,5,1,2,No
464487,1,46,1,1,1,3,No
464488,0,43,6,7,1,9,No
464494,0,58,6,1,3,4,Yes
464499,1,41,3,1,5,4,Yes
464501,0,28,2,1,1,3,No
464504,1,26,2,0,1,4,No
464506,1,29,2,9,1,2,No
464517,1,33,2,0,1,2,No
464522,0,39,1,14,1,1,No
464526,1,51,8,0,3,4,Yes
464528,1,46,8,4,5,4,Yes
464533,1,38,3,3,5,6,Yes
464536,1,26,6,1,3,3,Yes
464540,0,42,1,1,3,4,Yes
464544,0,43,8,5,3,3,Yes
464549,1,53,3,1,1,4,Yes
464550,1,46,6,3,1,4,Yes
464552,0,40,6,1,3,3,Yes
464553,1,71,6,1,1,2,Yes
464555,1,32,4,13,5,4,Yes
464560,1,41,8,9,1,2,No
464561,0,46,8,8,1,2,No
464566,1,40,3,0,5,4,Yes
464569,1,29,5,1,1,5,No
464570,1,25,5,1,3,2,Yes
464572,0,52,4,0,1,1,Yes
464576,1,30,5,9,1,5,No
464577,0,25,2,12,5,2,Yes
464580,1,32,6,9,1,4,No
464581,0,33,5,3,1,4,No
464586,0,49,6,1,1,1,No
464593,0,43,5,1,1,4,No
464594,1,48,6,1,1,1,Yes
464597,1,41,6,5,1,2,No
464601,0,29,2,9,1,2,No
464603,0,35,6,0,1,2,No
464606,1,41,6,1,3,2,Yes
464607,0,47,6,1,3,4,Yes
464608,0,53,6,1,3,3,Yes
464618,1,40,6,5,1,1,No
464620,0,40,6,0,5,2,Yes
464621,1,46,6,0,1,1,Yes
464637,0,36,4,3,1,4,No
464641,0,71,7,2,1,6,Yes
464652,0,30,1,5,3,2,Yes
464654,0,40,1,1,3,4,Yes
464664,1,43,8,0,3,5,Yes
464666,1,40,8,3,3,3,Yes
464670,1,39,8,1,3,4,Yes
464673,1,49,3,1,5,7,Yes
464674,1,51,6,0,3,5,Yes
464675,0,39,5,1,3,9,Yes
464677,1,23,2,1,1,5,Yes
464683,1,53,1,0,3,6,Yes
464684,0,35,1,9,1,5,No
464685,1,35,3,2,1,4,No
464688,1,30,5,1,1,9,Yes
464690,1,39,1,2,3,2,Yes
464691,1,38,6,1,1,3,No
464692,0,53,4,0,1,1,No
464693,0,36,1,8,1,1,No
464695,1,33,1,0,1,4,No
464696,0,40,1,1,1,1,No
464697,0,36,6,0,3,4,Yes
464699,1,31,5,1,1,5,No
464701,1,31,5,1,1,2,No
464704,1,41,2,0,3,4,Yes
464707,1,48,2,0,3,4,Yes
464711,0,38,6,5,3,3,Yes
464712,1,49,6,1,1,5,Yes
464722,1,42,5,1,1,2,Yes
464726,1,28,3,14,5,9,Yes
464728,1,51,8,0,5,4,Yes
464732,1,41,6,1,3,2,Yes
464737,0,57,1,0,3,6,Yes
464739,1,67,6,0,1,1,Yes
464746,1,29,3,3,3,5,Yes
464752,0,46,4,3,1,1,Yes
464755,1,49,6,0,5,2,Yes
464756,0,28,1,6,1,3,No
464758,0,48,1,1,3,4,Yes
464760,0,51,1,5,3,4,Yes
464765,0,48,1,5,3,6,Yes
464766,0,48,1,5,3,5,Yes
464769,0,52,1,9,3,4,No
464772,0,39,1,8,3,4,Yes
464774,0,50,1,7,3,5,Yes
464780,0,33,1,1,1,9,No
464790,0,35,6,3,1,1,No
464792,1,30,4,2,5,5,Yes
464794,0,46,1,8,3,2,Yes
464799,1,36,4,0,1,4,No
464802,1,43,8,0,1,1,No
464804,1,26,8,1,1,1,Yes
464806,1,33,3,0,1,2,Yes
464809,1,50,8,3,3,5,Yes
464812,0,49,1,1,5,5,Yes
464813,1,48,1,6,3,5,Yes
464817,1,31,6,5,1,1,No
464818,0,38,1,3,3,2,Yes
464825,0,21,2,5,1,1,No
464827,0,50,8,8,3,5,Yes
464828,1,23,2,9,1,6,No
464831,0,21,2,0,1,2,Yes
464832,1,71,7,1,1,2,Yes
464835,1,20,2,0,1,6,No
464836,0,32,1,7,5,5,No
464845,1,29,1,0,3,3,Yes
464849,1,42,6,0,3,4,Yes
464851,1,20,5,0,1,6,No
464852,1,36,3,1,1,6,Yes
464854,0,42,1,0,5,6,Yes
464857,1,18,2,7,1,4,No
464861,1,25,9,3,1,2,No
464864,0,30,1,10,1,8,No
464865,0,28,9,9,1,9,No
464868,1,42,8,7,1,6,Yes
464872,1,38,6,1,1,4,Yes
464873,1,42,6,1,3,2,Yes
464876,0,52,1,3,3,5,Yes
464879,0,29,5,0,3,2,Yes
464884,1,40,6,1,1,2,Yes
464885,0,38,1,1,1,2,No
464886,1,37,1,1,3,4,Yes
464902,0,65,7,1,1,1,Yes
464905,1,81,3,3,5,2,No
464907,1,59,1,0,3,2,No
464910,0,47,6,1,3,5,Yes
464911,1,57,6,0,3,3,Yes
464915,1,39,3,3,5,4,Yes
464916,0,32,5,8,5,2,No
464919,1,37,6,9,1,1,Yes
464920,1,39,6,4,1,1,No
464921,1,39,5,1,3,5,Yes
464925,1,60,3,7,3,2,No
464927,0,70,6,1,3,2,Yes
464932,1,51,3,9,1,1,Yes
464938,1,48,6,1,1,3,Yes
464939,1,43,8,0,1,1,No
464940,0,29,1,1,1,2,Yes
464944,0,43,8,0,1,2,Yes
464947,1,25,5,5,1,1,No
464957,0,75,7,0,1,1,Yes
464960,0,22,2,0,1,5,No
464961,1,86,4,1,1,1,Yes
464963,0,50,8,1,1,2,Yes
464972,1,73,7,1,5,9,Yes
464973,1,87,7,1,1,2,No
464981,1,49,6,0,3,4,Yes
464987,1,46,3,1,5,5,Yes
464990,1,73,3,0,5,2,Yes
464991,0,87,7,1,5,2,Yes
464995,1,53,3,2,5,4,Yes
465001,1,84,7,1,5,2,Yes
465005,1,47,3,3,5,3,Yes
465012,1,59,3,1,5,4,Yes
465014,1,82,7,1,1,1,Yes
465022,0,71,7,0,5,2,Yes
465023,1,39,6,9,3,2,Yes
465026,0,25,5,0,1,2,No
465032,1,67,3,1,5,2,Yes
465035,0,83,7,13,5,2,Yes
465038,1,49,3,0,5,4,Yes
465039,0,87,7,0,5,2,Yes
465040,1,69,7,1,3,2,Yes
465045,1,40,8,9,3,2,Yes
465056,1,87,7,1,5,2,Yes
465069,1,68,2,0,3,3,Yes
465075,0,43,6,3,3,2,Yes
465076,1,67,6,0,5,5,Yes
465079,1,80,7,1,1,1,Yes
465082,1,65,7,1,1,1,Yes
465087,1,29,5,0,1,4,No
465091,1,60,8,3,3,3,Yes
465092,1,72,3,1,5,2,Yes
465093,1,57,5,0,1,1,Yes
465095,1,47,3,1,5,4,Yes
465099,1,39,8,1,3,2,Yes
465100,1,62,6,0,5,2,Yes
465101,0,81,7,1,1,1,Yes
465105,1,65,3,8,3,2,Yes
465109,1,47,7,3,1,2,No
465111,0,40,6,8,3,2,Yes
465112,0,86,7,0,5,2,Yes
465113,1,67,7,0,5,2,Yes
465119,0,45,6,0,3,5,Yes
465120,0,27,2,1,1,4,No
465121,0,32,6,7,1,1,No
465122,0,41,6,3,3,2,Yes
465124,0,27,2,6,3,2,Yes
465128,0,58,6,0,3,3,Yes
465134,0,61,8,1,3,5,Yes
465136,1,52,6,0,3,2,Yes
465144,1,25,5,8,1,1,No
465147,1,33,2,2,1,3,No
465148,1,31,6,0,1,2,No
465150,1,37,8,1,1,1,No
465153,1,38,6,1,3,2,Yes
465155,1,81,7,0,1,1,Yes
465160,1,61,3,0,5,3,Yes
465164,1,20,2,0,1,3,No
465171,0,48,6,8,5,4,Yes
465172,0,43,6,8,3,2,Yes
465175,0,22,9,0,1,4,No
465176,0,63,6,1,3,4,Yes
465181,0,25,2,8,1,1,No
465182,0,73,7,1,1,1,No
465186,0,43,6,4,3,4,Yes
465187,0,39,5,1,3,4,Yes
465188,0,49,6,0,3,4,Yes
465189,0,83,7,1,5,2,Yes
465194,1,22,2,9,1,6,No
465196,0,31,6,2,1,2,No
465197,0,60,6,1,5,4,Yes
465201,1,42,8,1,3,4,Yes
465202,1,25,8,7,1,4,No
465203,1,29,2,3,1,3,No
465204,1,29,2,1,1,2,Yes
465213,1,39,8,2,3,2,Yes
465214,1,33,1,14,1,1,Yes
465216,1,35,3,9,5,4,Yes
465226,1,38,8,2,1,3,Yes
465228,1,59,6,1,5,2,Yes
465231,1,67,6,1,3,2,Yes
465236,1,45,6,1,1,1,Yes
465237,1,70,7,3,5,2,Yes
465242,1,19,2,5,1,4,No
465249,0,23,2,0,1,4,No
465254,1,22,2,1,1,4,No
465261,0,23,2,1,1,4,No
465264,1,80,3,0,1,1,Yes
465267,1,40,1,14,3,5,Yes
465274,1,36,6,0,1,1,No
465285,0,31,1,8,1,4,Yes
465288,0,20,1,1,1,2,Yes
465289,1,31,3,1,5,2,Yes
465290,1,50,3,0,5,5,Yes
465294,1,67,7,0,1,2,Yes
465295,0,43,5,9,3,1,No
465296,0,85,7,5,5,3,Yes
465303,0,65,6,1,3,3,Yes
465306,1,71,3,1,3,4,Yes
465310,0,20,2,1,1,6,No
465319,1,20,2,0,1,5,No
465326,1,87,6,3,1,1,Yes
465333,0,37,6,4,1,2,Yes
465335,1,59,8,1,3,2,Yes
465340,0,29,6,3,1,4,No
465342,1,85,3,0,5,2,Yes
465344,0,72,7,1,5,2,Yes
465345,0,42,6,0,1,2,No
465351,0,45,6,9,3,2,Yes
465352,1,59,8,1,3,4,Yes
465354,1,19,5,0,1,5,No
465357,0,47,6,0,3,3,Yes
465358,0,73,6,0,5,2,Yes
465359,0,42,6,1,1,1,Yes
465364,0,37,5,7,1,5,No
465366,0,38,6,8,1,1,No
465371,0,41,6,1,1,1,No
465372,0,40,8,0,1,1,No
465383,0,30,8,0,1,4,Yes
465384,1,56,6,0,5,2,Yes
465391,0,65,7,1,5,2,Yes
465393,1,35,6,5,3,2,Yes
465395,0,37,1,0,3,5,Yes
465399,1,36,8,0,1,1,No
465405,0,26,9,1,5,4,No
465408,1,25,3,3,1,4,No
465410,1,30,2,0,1,4,No
465417,1,37,8,3,3,2,Yes
465419,1,30,6,0,1,3,No
465423,1,46,8,1,3,4,Yes
465428,0,38,1,1,1,1,No
465433,0,40,6,3,1,1,No
465435,0,31,6,5,1,1,No
465437,1,45,3,4,5,5,Yes
465440,1,55,1,1,1,5,Yes
465441,0,51,1,2,1,1,Yes
465445,0,29,9,5,1,7,No
465458,0,74,6,1,5,2,Yes
465461,1,69,8,1,3,3,Yes
465463,0,28,5,3,1,5,No
465464,1,41,3,0,3,2,Yes
465467,1,29,2,1,1,3,No
465471,1,39,6,0,1,1,Yes
465472,0,74,8,3,5,3,Yes
465473,0,59,6,4,1,1,No
465477,1,27,2,1,1,3,No
465479,1,33,6,0,1,1,No
465482,1,31,8,9,1,2,No
465483,1,46,6,0,3,3,Yes
465484,0,63,6,0,1,2,Yes
465488,1,22,2,1,1,4,No
465489,0,53,1,1,1,5,No
465492,1,59,8,1,1,1,Yes
465496,1,84,7,3,1,2,Yes
465505,1,63,6,1,3,4,Yes
465507,1,35,6,8,1,1,Yes
465508,1,21,2,1,1,4,No
465510,1,67,7,0,5,2,Yes
465518,0,41,6,1,3,3,Yes
465520,0,27,6,0,1,8,No
465521,0,53,6,1,3,2,Yes
465522,0,33,2,4,1,8,No
465529,0,32,5,0,1,4,No
465538,1,59,2,5,5,2,Yes
465539,0,50,6,1,5,5,Yes
465541,0,50,6,1,3,4,Yes
465543,0,41,2,1,3,2,Yes
465547,0,71,7,1,1,1,Yes
465550,0,33,2,1,1,6,No
465551,0,46,6,3,3,2,Yes
465554,0,78,7,1,1,3,No
465555,0,69,7,3,5,2,Yes
465558,0,40,2,8,1,1,No
465568,1,43,3,2,5,3,Yes
465569,1,36,6,0,5,3,Yes
465571,1,35,8,1,3,2,Yes
465577,1,30,2,0,1,4,No
465584,1,47,8,3,3,2,Yes
465586,1,69,6,0,1,1,Yes
465587,1,41,8,3,1,5,Yes
465594,1,33,3,4,1,6,Yes
465598,1,27,2,6,1,5,No
465600,1,38,1,6,1,2,Yes
465601,1,35,6,3,3,4,Yes
465602,1,27,6,10,1,2,Yes
465603,0,51,9,9,1,2,Yes
465605,0,52,1,4,1,1,Yes
465611,1,53,5,0,1,1,No
465612,1,43,6,8,3,2,Yes
465616,1,42,5,8,1,2,Yes
465621,1,36,5,9,1,1,No
465625,1,36,6,14,1,2,No
465627,0,40,2,1,1,1,No
465629,1,47,8,2,3,3,Yes
465635,1,30,5,1,1,2,No
465638,0,53,6,3,1,2,Yes
465640,1,45,6,5,3,2,Yes
465644,1,33,2,0,1,5,No
465645,0,40,6,8,1,2,No
465649,0,36,4,5,1,1,Yes
465651,1,32,1,0,1,4,No
465653,0,51,6,0,1,2,Yes
465655,0,49,6,0,1,1,No
465656,1,81,7,1,1,2,Yes
465658,1,72,6,1,3,4,Yes
465663,0,70,6,0,1,2,No
465667,1,21,2,0,1,3,No
465668,1,21,2,1,1,5,No
465669,0,41,8,4,3,4,Yes
465670,0,49,1,12,1,1,No
465675,0,51,8,0,1,1,No
465680,1,28,2,0,3,5,Yes
465685,1,37,2,5,1,2,No
465688,0,63,6,1,3,3,Yes
465689,1,19,2,8,1,4,No
465695,0,32,2,3,1,3,No
465697,0,51,6,6,1,1,Yes
465703,1,26,8,3,1,2,Yes
465704,1,61,6,0,1,1,Yes
465705,0,51,6,0,3,4,Yes
465706,0,45,6,0,3,3,Yes
465721,1,29,8,1,5,2,Yes
465722,1,47,2,0,1,5,Yes
465725,1,25,5,1,1,2,No
465727,1,40,4,0,1,5,No
465728,1,45,2,1,1,1,No
465733,1,32,8,1,3,2,Yes
465734,1,38,6,0,1,3,Yes
465736,0,38,6,8,1,2,No
465737,0,48,1,7,1,3,Yes
465740,0,71,5,0,1,1,No
465742,0,46,6,3,1,3,Yes
465751,0,46,6,9,1,2,Yes
465753,0,49,6,7,1,2,Yes
465766,1,43,8,0,1,3,Yes
465768,0,38,6,6,1,4,No
465769,1,25,2,8,1,4,No
465772,0,46,1,0,1,4,Yes
465775,0,28,1,9,1,3,No
465776,0,41,8,5,1,4,No
465777,0,32,6,9,1,5,No
465784,0,21,2,0,1,4,No
465788,1,22,2,1,1,6,No
465793,1,27,2,0,1,5,No
465797,1,40,6,0,3,2,Yes
465804,0,68,1,0,1,1,Yes
465809,0,25,9,1,1,7,No
465811,1,28,2,1,1,4,No
465813,1,28,4,2,1,8,No
465818,1,27,8,1,1,3,No
465823,1,67,8,5,3,4,Yes
465826,1,46,3,4,1,9,Yes
465828,0,33,8,8,1,4,No
465829,0,40,5,6,3,3,Yes
465830,0,48,2,5,3,7,Yes
465831,1,42,3,0,5,5,Yes
465837,1,56,2,1,1,1,No
465841,0,51,1,3,1,1,No
465848,0,27,2,0,1,1,No
465849,0,25,5,7,1,3,No
465851,0,51,6,9,5,2,Yes
465853,0,26,2,3,3,2,Yes
465857,0,35,5,0,1,1,No
465860,0,25,5,1,1,3,No
465863,1,30,2,6,1,3,No
465865,0,41,2,9,1,1,No
465866,1,42,6,6,1,3,Yes
465867,0,40,6,8,5,5,Yes
465873,1,36,8,13,1,1,No
465875,0,39,6,9,1,1,No
465884,1,40,3,7,5,3,Yes
465893,0,40,1,1,3,2,Yes
465894,1,28,6,9,1,6,No
465907,0,31,4,8,1,2,No
465916,1,41,6,4,1,1,No
465923,0,28,1,9,1,5,No
465925,1,30,2,1,1,1,No
465927,0,30,2,1,1,1,No
465930,0,38,6,9,1,2,No
465931,1,43,6,7,1,1,Yes
465935,1,29,8,9,1,1,No
465937,0,30,2,9,1,3,No
465941,1,27,2,0,1,2,Yes
465948,0,48,6,0,3,2,Yes
465953,0,51,6,1,1,1,No
465957,0,48,4,0,1,1,No
465960,0,28,4,9,1,1,No
465961,0,40,6,3,1,1,No
465963,1,51,6,1,1,2,Yes
465965,0,36,4,8,1,2,Yes
465972,0,51,4,9,1,1,No
465974,1,45,3,5,5,4,Yes
465975,1,40,6,8,1,1,No
465976,1,40,6,0,1,1,No
465979,1,41,6,2,1,2,Yes
465982,1,43,8,0,3,4,Yes
465983,1,21,2,1,1,3,No
465996,1,23,2,1,1,4,No
465997,0,31,5,0,1,3,No
466001,0,42,8,6,1,2,Yes
466007,1,61,6,0,1,1,Yes
466017,0,45,9,0,1,1,Yes
466019,0,63,6,5,1,1,Yes
466020,1,86,7,0,1,1,Yes
466022,0,67,1,3,5,3,Yes
466023,1,71,3,3,5,3,Yes
466024,0,43,8,14,1,2,Yes
466032,1,28,8,3,1,2,No
466042,1,47,8,0,1,2,Yes
466043,0,53,6,0,3,4,Yes
466046,0,36,8,1,3,2,Yes
466058,1,35,8,1,1,2,Yes
466069,0,48,6,1,5,4,Yes
466071,0,60,6,3,1,3,Yes
466078,0,45,3,3,1,1,Yes
466079,0,42,1,0,1,2,Yes
466082,0,89,7,1,1,1,Yes
466083,0,23,4,4,1,2,No
466084,1,46,9,11,1,1,Yes
466085,1,22,2,8,1,4,No
466088,0,30,2,0,1,7,No
466090,1,58,8,0,1,2,Yes
466092,1,73,6,0,3,4,Yes
466099,0,71,7,0,1,1,Yes
466103,0,35,1,0,1,5,Yes
466109,1,52,8,1,3,4,Yes
466111,1,84,7,0,1,2,Yes
466114,1,47,8,1,3,5,Yes
466115,1,39,3,0,1,2,Yes
466118,0,40,1,0,1,3,Yes
466124,0,46,6,1,1,1,No
466128,1,40,6,3,1,2,No
466130,0,27,6,1,1,6,No
466132,0,23,2,4,1,4,No
466136,0,21,6,1,1,2,No
466138,1,70,7,2,5,2,Yes
466140,1,28,8,1,1,2,Yes
466141,0,58,9,1,1,4,Yes
466142,0,27,8,0,3,2,Yes
466143,0,49,1,0,3,5,Yes
466146,0,37,1,8,3,3,Yes
466148,1,39,8,1,3,4,Yes
466149,0,28,5,2,1,4,No
466153,1,73,8,0,3,2,Yes
466154,0,51,6,1,3,5,Yes
466156,0,48,5,8,3,3,Yes
466157,1,72,9,9,1,2,Yes
466161,1,47,6,1,3,2,Yes
466162,0,67,5,0,1,1,Yes
466166,1,77,7,0,5,2,Yes
466172,1,46,6,3,3,3,Yes
466178,0,52,6,1,3,4,Yes
466180,1,67,7,1,1,1,Yes
466185,1,62,5,0,3,4,Yes
466200,1,45,5,8,3,3,Yes
466201,1,40,5,1,3,5,Yes
466206,0,60,6,4,3,2,Yes
466207,0,37,5,8,3,4,Yes
466208,1,69,3,2,5,1,Yes
466210,0,58,6,1,5,4,Yes
466211,1,52,6,1,1,2,Yes
466213,1,20,2,2,1,5,No
466218,0,23,2,6,1,4,No
466223,1,66,6,0,1,1,Yes
466225,1,19,2,1,1,3,No
466226,0,53,6,0,3,5,Yes
466233,0,59,9,6,1,1,Yes
466235,0,61,6,0,3,4,Yes
466236,0,68,1,1,1,2,Yes
466238,1,20,2,1,1,3,No
466246,1,20,2,1,1,4,No
466247,0,49,6,0,1,4,No
466253,1,19,2,1,1,3,No
466257,0,27,2,1,1,4,No
466264,1,32,2,1,1,2,Yes
466268,0,67,6,0,3,3,Yes
466271,1,27,8,1,1,3,No
466274,1,72,3,0,1,2,Yes
466276,0,32,5,1,1,5,No
466278,0,28,2,0,1,2,No
466282,1,29,2,8,1,2,Yes
466285,0,19,2,1,1,5,No
466286,0,52,6,1,3,5,Yes
466287,0,47,5,1,3,2,Yes
466289,1,19,2,3,1,5,No
466290,0,18,2,5,1,2,No
466292,0,79,7,1,5,2,Yes
466297,0,19,2,1,1,4,No
466300,0,48,6,0,1,3,Yes
466301,1,52,6,1,3,3,Yes
466306,1,23,2,1,1,4,No
466313,0,58,6,1,1,1,Yes
466315,0,69,1,1,1,1,Yes
466317,1,37,8,4,1,1,Yes
466318,0,30,2,0,1,3,No
466319,0,25,2,0,1,4,No
466320,0,39,1,8,1,2,No
466321,1,43,8,3,1,2,Yes
466324,0,32,1,0,1,1,No
466326,1,23,2,0,1,5,No
466335,0,30,2,1,1,3,No
466337,0,41,1,1,1,2,Yes
466341,1,49,6,1,3,2,Yes
466347,1,66,3,6,1,3,Yes
466352,0,67,5,1,1,2,Yes
466355,1,30,2,0,1,2,No
466367,0,39,5,6,1,1,No
466370,0,52,6,0,1,4,No
466372,0,57,6,0,3,5,Yes
466373,1,63,3,1,5,1,Yes
466376,0,52,9,4,5,3,Yes
466377,1,61,2,8,3,2,Yes
466380,1,35,8,7,1,2,Yes
466381,1,52,6,4,3,2,Yes
466382,0,45,1,2,5,2,Yes
466387,1,37,8,8,3,2,Yes
466389,0,45,1,1,3,2,Yes
466391,0,55,1,0,3,2,Yes
466392,0,49,1,4,3,2,Yes
466393,0,42,8,1,1,6,Yes
466395,0,39,5,3,5,2,Yes
466397,1,18,2,0,1,3,No
466400,1,43,6,1,3,3,Yes
466401,1,50,3,1,3,4,Yes
466402,1,37,6,1,3,4,Yes
466404,0,37,1,1,1,1,No
466406,1,63,8,0,1,3,Yes
466408,1,83,7,1,1,2,Yes
466411,1,55,6,1,3,3,Yes
466414,1,71,6,1,1,3,Yes
466418,1,87,7,1,1,1,Yes
466419,0,49,8,2,3,5,Yes
466422,1,27,5,0,1,4,Yes
466427,0,25,4,1,1,4,Yes
466429,1,42,2,0,1,2,Yes
466443,0,66,6,4,1,2,Yes
466450,0,32,2,1,1,1,No
466455,0,32,5,4,1,2,Yes
466456,0,37,5,8,1,1,Yes
466457,0,62,7,9,1,5,Yes
466463,0,33,2,3,1,4,No
466464,0,45,9,2,3,2,Yes
466466,0,18,2,5,1,5,No
466467,0,37,6,0,3,3,Yes
466468,1,30,5,4,1,4,No
466474,1,31,8,5,1,3,No
466478,0,48,6,0,3,4,Yes
466483,1,31,2,3,1,1,No
466486,0,36,5,8,1,2,Yes
466488,1,61,8,0,3,6,Yes
466490,0,83,7,0,5,2,Yes
466493,1,77,7,1,5,2,Yes
466500,0,46,6,3,5,3,Yes
466501,1,48,1,0,3,3,Yes
466502,1,19,2,0,1,5,No
466516,1,21,2,1,1,3,No
466517,0,40,1,3,1,1,No
466526,1,27,2,0,1,5,No
466527,0,49,4,0,1,1,Yes
466530,1,19,2,1,1,4,No
466533,0,53,8,1,1,1,No
466535,1,29,6,8,1,1,No
466536,1,23,2,3,1,4,No
466538,1,84,7,1,5,2,Yes
466541,1,38,8,0,1,4,No
466543,1,26,5,11,1,2,No
466545,0,19,2,1,1,4,No
466550,0,22,2,1,1,4,No
466552,1,20,8,0,1,2,Yes
466553,1,36,2,0,1,3,Yes
466556,1,18,2,1,1,3,No
466562,0,20,2,7,1,4,No
466564,0,18,4,1,1,4,No
466565,1,32,6,7,3,2,Yes
466576,0,18,2,0,1,4,No
466586,1,18,2,0,1,2,No
466588,0,21,2,8,1,4,No
466596,0,75,6,1,5,2,Yes
466603,1,37,1,0,3,2,Yes
466606,0,35,1,1,1,3,Yes
466613,1,20,2,9,1,3,No
466623,1,58,8,2,3,4,Yes
466628,1,33,2,8,1,4,No
466631,1,58,6,0,1,3,Yes
466634,1,20,2,1,1,5,No
466635,1,50,6,4,3,2,Yes
466644,0,51,9,0,1,2,No
466650,0,27,2,8,1,3,No
466652,0,58,5,1,3,2,Yes
466655,1,62,3,1,1,2,Yes
466656,1,79,4,0,5,2,Yes
466658,0,19,2,1,1,4,No
466662,0,33,1,0,1,2,No
466665,1,36,6,1,3,2,Yes
466666,0,29,2,1,1,2,Yes
466671,0,28,2,3,1,3,No
466686,0,22,2,0,1,4,No
466687,1,21,2,1,1,3,No
466688,1,22,2,0,1,3,No
466689,1,28,6,9,1,3,No
466696,0,48,6,3,3,4,Yes
466704,1,48,5,3,3,2,Yes
466705,1,66,7,0,1,3,Yes
466707,0,47,9,1,1,4,Yes
466713,0,68,6,1,5,4,Yes
466718,1,73,3,0,5,2,Yes
466720,0,59,7,0,1,1,Yes
466721,1,38,5,7,3,2,Yes
466725,0,76,7,1,5,2,Yes
466731,0,40,1,3,1,2,Yes
466732,0,49,1,0,5,2,Yes
466733,0,33,9,0,1,2,No
466735,1,18,2,1,1,2,No
466746,0,69,7,0,5,2,Yes
466749,1,22,2,1,1,5,No
466750,0,18,2,0,1,3,No
466751,0,20,2,1,1,4,No
466752,1,36,2,1,1,1,Yes
466753,0,67,6,0,3,2,Yes
466754,0,37,6,1,3,3,Yes
466759,0,26,2,2,1,2,No
466760,1,51,5,1,3,4,Yes
466765,0,67,7,1,1,2,Yes
466769,0,29,8,1,1,4,No
466775,0,76,7,0,1,2,Yes
466776,1,86,7,0,1,1,Yes
466777,0,51,9,9,3,2,Yes
466778,1,35,8,1,1,2,Yes
466788,1,30,5,3,1,2,No
466790,1,47,5,0,3,2,Yes
466791,1,81,7,0,1,1,Yes
466792,0,85,7,0,1,1,Yes
466795,1,60,8,3,3,5,No
466799,0,21,2,2,1,3,No
466802,0,40,1,0,1,1,No
466804,0,35,9,4,1,1,No
466807,0,35,2,0,1,1,No
466808,0,41,1,1,1,1,No
466810,1,18,2,0,1,3,No
466811,1,22,2,0,1,2,No
466813,1,61,6,0,1,2,Yes
466814,1,23,2,0,1,3,No
466815,1,31,2,1,1,5,No
466816,1,82,7,0,5,2,Yes
466818,1,84,3,1,5,2,Yes
466826,1,41,8,1,1,2,Yes
466832,0,66,6,0,3,2,Yes
466833,1,57,6,5,1,2,Yes
466846,1,20,2,3,1,4,No
